section,category,description,date,metric,value
Hospital Data,Hospital Level,Ventilator Use,2020-04-23,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-04-23,Pediatric Critical Care Ventilators in Use,82
Hospital Data,Hospital Level,Ventilator Use,2020-04-23,Total Pediatric Critical Care Ventilators,201
Hospital Data,Hospital Level,Ventilator Use,2020-04-23,Percent of Pediatric Critical Care Ventilators in Use,0.41
Hospital Data,Hospital Level,Ventilator Use,2020-04-23,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-04-24,Adult Critical Care Ventilators in Use,429
Hospital Data,Hospital Level,Ventilator Use,2020-04-24,Total Adult Critical Care Ventilators,1090
Hospital Data,Hospital Level,Ventilator Use,2020-04-24,Percent of Adult Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-04-24,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-04-24,Pediatric Critical Care Ventilators in Use,80
Hospital Data,Hospital Level,Ventilator Use,2020-04-24,Total Pediatric Critical Care Ventilators,201
Hospital Data,Hospital Level,Ventilator Use,2020-04-24,Percent of Pediatric Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-04-24,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-04-25,Adult Critical Care Ventilators in Use,436
Hospital Data,Hospital Level,Ventilator Use,2020-04-25,Total Adult Critical Care Ventilators,1089
Hospital Data,Hospital Level,Ventilator Use,2020-04-25,Percent of Adult Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-04-25,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-04-25,Pediatric Critical Care Ventilators in Use,80
Hospital Data,Hospital Level,Ventilator Use,2020-04-25,Total Pediatric Critical Care Ventilators,201
Hospital Data,Hospital Level,Ventilator Use,2020-04-25,Percent of Pediatric Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-04-25,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-04-26,Adult Critical Care Ventilators in Use,451
Hospital Data,Hospital Level,Ventilator Use,2020-04-26,Total Adult Critical Care Ventilators,1086
Hospital Data,Hospital Level,Ventilator Use,2020-04-26,Percent of Adult Critical Care Ventilators in Use,0.42
Hospital Data,Hospital Level,Ventilator Use,2020-04-26,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-04-26,Pediatric Critical Care Ventilators in Use,79
Hospital Data,Hospital Level,Ventilator Use,2020-04-26,Total Pediatric Critical Care Ventilators,201
Hospital Data,Hospital Level,Ventilator Use,2020-04-26,Percent of Pediatric Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-04-26,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-04-27,Adult Critical Care Ventilators in Use,428
Hospital Data,Hospital Level,Ventilator Use,2020-04-27,Total Adult Critical Care Ventilators,1101
Hospital Data,Hospital Level,Ventilator Use,2020-04-27,Percent of Adult Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-04-27,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-04-27,Pediatric Critical Care Ventilators in Use,82
Hospital Data,Hospital Level,Ventilator Use,2020-04-27,Total Pediatric Critical Care Ventilators,201
Hospital Data,Hospital Level,Ventilator Use,2020-04-27,Percent of Pediatric Critical Care Ventilators in Use,0.41
Hospital Data,Hospital Level,Ventilator Use,2020-04-27,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-04-28,Adult Critical Care Ventilators in Use,423
Hospital Data,Hospital Level,Ventilator Use,2020-04-28,Total Adult Critical Care Ventilators,1085
Hospital Data,Hospital Level,Ventilator Use,2020-04-28,Percent of Adult Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-04-28,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-04-28,Pediatric Critical Care Ventilators in Use,82
Hospital Data,Hospital Level,Ventilator Use,2020-04-28,Total Pediatric Critical Care Ventilators,201
Hospital Data,Hospital Level,Ventilator Use,2020-04-28,Percent of Pediatric Critical Care Ventilators in Use,0.41
Hospital Data,Hospital Level,Ventilator Use,2020-04-28,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-04-29,Adult Critical Care Ventilators in Use,426
Hospital Data,Hospital Level,Ventilator Use,2020-04-29,Total Adult Critical Care Ventilators,1085
Hospital Data,Hospital Level,Ventilator Use,2020-04-29,Percent of Adult Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-04-29,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-04-29,Pediatric Critical Care Ventilators in Use,82
Hospital Data,Hospital Level,Ventilator Use,2020-04-29,Total Pediatric Critical Care Ventilators,201
Hospital Data,Hospital Level,Ventilator Use,2020-04-29,Percent of Pediatric Critical Care Ventilators in Use,0.41
Hospital Data,Hospital Level,Ventilator Use,2020-04-29,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-04-30,Adult Critical Care Ventilators in Use,429
Hospital Data,Hospital Level,Ventilator Use,2020-04-30,Total Adult Critical Care Ventilators,1086
Hospital Data,Hospital Level,Ventilator Use,2020-04-30,Percent of Adult Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-04-30,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-04-30,Pediatric Critical Care Ventilators in Use,78
Hospital Data,Hospital Level,Ventilator Use,2020-04-30,Total Pediatric Critical Care Ventilators,201
Hospital Data,Hospital Level,Ventilator Use,2020-04-30,Percent of Pediatric Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-04-30,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-05-01,Adult Critical Care Ventilators in Use,422
Hospital Data,Hospital Level,Ventilator Use,2020-05-01,Total Adult Critical Care Ventilators,1076
Hospital Data,Hospital Level,Ventilator Use,2020-05-01,Percent of Adult Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-01,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-05-01,Pediatric Critical Care Ventilators in Use,75
Hospital Data,Hospital Level,Ventilator Use,2020-05-01,Total Pediatric Critical Care Ventilators,200
Hospital Data,Hospital Level,Ventilator Use,2020-05-01,Percent of Pediatric Critical Care Ventilators in Use,0.38
Hospital Data,Hospital Level,Ventilator Use,2020-05-01,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-05-02,Adult Critical Care Ventilators in Use,437
Hospital Data,Hospital Level,Ventilator Use,2020-05-02,Total Adult Critical Care Ventilators,1080
Hospital Data,Hospital Level,Ventilator Use,2020-05-02,Percent of Adult Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-05-02,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-05-02,Pediatric Critical Care Ventilators in Use,78
Hospital Data,Hospital Level,Ventilator Use,2020-05-02,Total Pediatric Critical Care Ventilators,200
Hospital Data,Hospital Level,Ventilator Use,2020-05-02,Percent of Pediatric Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-02,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-05-03,Adult Critical Care Ventilators in Use,436
Hospital Data,Hospital Level,Ventilator Use,2020-05-03,Total Adult Critical Care Ventilators,1076
Hospital Data,Hospital Level,Ventilator Use,2020-05-03,Percent of Adult Critical Care Ventilators in Use,0.41
Hospital Data,Hospital Level,Ventilator Use,2020-05-03,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-05-03,Pediatric Critical Care Ventilators in Use,76
Hospital Data,Hospital Level,Ventilator Use,2020-05-03,Total Pediatric Critical Care Ventilators,198
Hospital Data,Hospital Level,Ventilator Use,2020-05-03,Percent of Pediatric Critical Care Ventilators in Use,0.38
Hospital Data,Hospital Level,Ventilator Use,2020-05-03,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-04,Adult Critical Care Ventilators in Use,442
Hospital Data,Hospital Level,Ventilator Use,2020-05-04,Total Adult Critical Care Ventilators,1082
Hospital Data,Hospital Level,Ventilator Use,2020-05-04,Percent of Adult Critical Care Ventilators in Use,0.41
Hospital Data,Hospital Level,Ventilator Use,2020-05-04,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-05-04,Pediatric Critical Care Ventilators in Use,78
Hospital Data,Hospital Level,Ventilator Use,2020-05-04,Total Pediatric Critical Care Ventilators,198
Hospital Data,Hospital Level,Ventilator Use,2020-05-04,Percent of Pediatric Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-04,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-05,Adult Critical Care Ventilators in Use,437
Hospital Data,Hospital Level,Ventilator Use,2020-05-05,Total Adult Critical Care Ventilators,1077
Hospital Data,Hospital Level,Ventilator Use,2020-05-05,Percent of Adult Critical Care Ventilators in Use,0.41
Hospital Data,Hospital Level,Ventilator Use,2020-05-05,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-05-05,Pediatric Critical Care Ventilators in Use,73
Hospital Data,Hospital Level,Ventilator Use,2020-05-05,Total Pediatric Critical Care Ventilators,198
Hospital Data,Hospital Level,Ventilator Use,2020-05-05,Percent of Pediatric Critical Care Ventilators in Use,0.37
Hospital Data,Hospital Level,Ventilator Use,2020-05-05,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-06,Adult Critical Care Ventilators in Use,424
Hospital Data,Hospital Level,Ventilator Use,2020-05-06,Total Adult Critical Care Ventilators,1080
Hospital Data,Hospital Level,Ventilator Use,2020-05-06,Percent of Adult Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-06,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-05-06,Pediatric Critical Care Ventilators in Use,72
Hospital Data,Hospital Level,Ventilator Use,2020-05-06,Total Pediatric Critical Care Ventilators,198
Hospital Data,Hospital Level,Ventilator Use,2020-05-06,Percent of Pediatric Critical Care Ventilators in Use,0.36
Hospital Data,Hospital Level,Ventilator Use,2020-05-06,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.38
Hospital Data,Hospital Level,Ventilator Use,2020-05-07,Adult Critical Care Ventilators in Use,408
Hospital Data,Hospital Level,Ventilator Use,2020-05-07,Total Adult Critical Care Ventilators,1078
Hospital Data,Hospital Level,Ventilator Use,2020-05-07,Percent of Adult Critical Care Ventilators in Use,0.38
Hospital Data,Hospital Level,Ventilator Use,2020-05-07,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-05-07,Pediatric Critical Care Ventilators in Use,82
Hospital Data,Hospital Level,Ventilator Use,2020-05-07,Total Pediatric Critical Care Ventilators,198
Hospital Data,Hospital Level,Ventilator Use,2020-05-07,Percent of Pediatric Critical Care Ventilators in Use,0.41
Hospital Data,Hospital Level,Ventilator Use,2020-05-07,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.38
Hospital Data,Hospital Level,Ventilator Use,2020-05-08,Adult Critical Care Ventilators in Use,391
Hospital Data,Hospital Level,Ventilator Use,2020-05-08,Total Adult Critical Care Ventilators,1075
Hospital Data,Hospital Level,Ventilator Use,2020-05-08,Percent of Adult Critical Care Ventilators in Use,0.36
Hospital Data,Hospital Level,Ventilator Use,2020-05-08,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-08,Pediatric Critical Care Ventilators in Use,89
Hospital Data,Hospital Level,Ventilator Use,2020-05-08,Total Pediatric Critical Care Ventilators,197
Hospital Data,Hospital Level,Ventilator Use,2020-05-08,Percent of Pediatric Critical Care Ventilators in Use,0.45
Hospital Data,Hospital Level,Ventilator Use,2020-05-08,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-05-09,Adult Critical Care Ventilators in Use,386
Hospital Data,Hospital Level,Ventilator Use,2020-05-09,Total Adult Critical Care Ventilators,1074
Hospital Data,Hospital Level,Ventilator Use,2020-05-09,Percent of Adult Critical Care Ventilators in Use,0.36
Hospital Data,Hospital Level,Ventilator Use,2020-05-09,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-09,Pediatric Critical Care Ventilators in Use,76
Hospital Data,Hospital Level,Ventilator Use,2020-05-09,Total Pediatric Critical Care Ventilators,197
Hospital Data,Hospital Level,Ventilator Use,2020-05-09,Percent of Pediatric Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-09,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-10,Adult Critical Care Ventilators in Use,397
Hospital Data,Hospital Level,Ventilator Use,2020-05-10,Total Adult Critical Care Ventilators,1072
Hospital Data,Hospital Level,Ventilator Use,2020-05-10,Percent of Adult Critical Care Ventilators in Use,0.37
Hospital Data,Hospital Level,Ventilator Use,2020-05-10,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.38
Hospital Data,Hospital Level,Ventilator Use,2020-05-10,Pediatric Critical Care Ventilators in Use,76
Hospital Data,Hospital Level,Ventilator Use,2020-05-10,Total Pediatric Critical Care Ventilators,197
Hospital Data,Hospital Level,Ventilator Use,2020-05-10,Percent of Pediatric Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-10,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-11,Adult Critical Care Ventilators in Use,392
Hospital Data,Hospital Level,Ventilator Use,2020-05-11,Total Adult Critical Care Ventilators,1076
Hospital Data,Hospital Level,Ventilator Use,2020-05-11,Percent of Adult Critical Care Ventilators in Use,0.36
Hospital Data,Hospital Level,Ventilator Use,2020-05-11,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.38
Hospital Data,Hospital Level,Ventilator Use,2020-05-11,Pediatric Critical Care Ventilators in Use,76
Hospital Data,Hospital Level,Ventilator Use,2020-05-11,Total Pediatric Critical Care Ventilators,197
Hospital Data,Hospital Level,Ventilator Use,2020-05-11,Percent of Pediatric Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-11,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-12,Adult Critical Care Ventilators in Use,394
Hospital Data,Hospital Level,Ventilator Use,2020-05-12,Total Adult Critical Care Ventilators,1076
Hospital Data,Hospital Level,Ventilator Use,2020-05-12,Percent of Adult Critical Care Ventilators in Use,0.37
Hospital Data,Hospital Level,Ventilator Use,2020-05-12,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.37
Hospital Data,Hospital Level,Ventilator Use,2020-05-12,Pediatric Critical Care Ventilators in Use,75
Hospital Data,Hospital Level,Ventilator Use,2020-05-12,Total Pediatric Critical Care Ventilators,197
Hospital Data,Hospital Level,Ventilator Use,2020-05-12,Percent of Pediatric Critical Care Ventilators in Use,0.38
Hospital Data,Hospital Level,Ventilator Use,2020-05-12,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-05-13,Adult Critical Care Ventilators in Use,392
Hospital Data,Hospital Level,Ventilator Use,2020-05-13,Total Adult Critical Care Ventilators,1076
Hospital Data,Hospital Level,Ventilator Use,2020-05-13,Percent of Adult Critical Care Ventilators in Use,0.36
